Gene	RNASeq18MM-1-uP	RNASeq18MM-2-uP	RNASeq18MM-3-uP	RNASeq18LL-1-uP	RNASeq18LL-1-uP	RNASeq18LL-1-uP
ECs3461	157	228	231	68	50	84
ECs3462	2598	3221	4485	2116	1833	2450
ECs3463	2265	1813	3741	2292	1640	2340
ECs3464	3052	3522	4700	1932	1742	3028
ECs3465	856	923	1447	217	184	236
ECs3466	1227	1402	1876	2311	2129	2378
ECs3467	1365	1565	2203	1603	1425	1685
ECs3468	1016	1067	1495	1310	1305	1405
ECs3469	79872	88516	137017	166644	142852	162417
ECs3470	189747	197320	273474	347790	326552	375789
ECs3471	164741	183480	267625	330215	291035	325054
ECs3472	58268	67478	98581	114425	102285	113446
ECs3473	21530	18212	25683	19194	17252	21029
ECs3474	3320	3780	4596	2850	2867	3023
ECs3475	2865	3235	4505	3773	3100	3678
ECs3476	32247	34706	52443	12798	11587	12964
ECs3477	4222	4257	6847	2205	1979	2365
ECs3478	5706	6144	8839	4354	3966	4929
ECs3479	7218	8238	11423	5322	4750	5596
ECs3480	1151	1362	1787	1414	1235	1326
ECs3481	2298	2611	3510	3000	2666	2896
ECs3482	5519	6551	8462	6275	5424	6082
ssrA	1459712	1815146	2345245	1094285	1001092	1268271
ECs3483	1117	1283	1537	1332	1128	1171
ECs3484	938	1161	1601	1138	960	1092
ECs3485	1472	1581	2330	2201	1950	1955
ECs3486	227	305	370	615	541	680
ECs3487	340	388	515	662	506	553
ECs3488	55	37	97	54	57	56
ECs3489	182	171	173	122	141	87
ECs3490	722	872	946	446	435	479
ECs3491	1421	1694	1825	1009	992	1066
ECs3492	1284	1140	1035	1136	1200	1753
ECs3493	754	890	850	917	936	1328
ECs3494	428	550	616	619	490	621
ECs3495	133	143	198	116	124	134
ECs3496	68	37	107	65	47	41
ECs3497	38	28	68	54	44	42
ECs3498	1928	2045	2423	2186	2060	2408
ECs3499	181	275	351	310	300	331
ECs3500	329	351	573	844	720	730
ECs3501	151	157	249	127	120	144
ECs3502	75	82	145	98	72	73
ECs3503	45	43	83	48	43	29
ECs3504	12	10	21	16	13	14
ECs3505	683	764	988	843	708	729
ECs3506	246	283	398	191	207	230
ECs3507	1112	1281	2015	491	451	626
ECs3508	24	15	53	25	10	29
ECs3509	23	22	55	21	29	23
ECs3510	189	196	380	98	84	109
ECs3511	62	75	161	50	34	48
ECs3512	38	27	58	22	22	29
ECs3513	31	36	50	14	12	20
ECs3514	1063	1265	1709	531	522	618
ECs3515	1108	936	1663	853	593	658
ECs3516	23	30	35	69	28	37
ECs3517	54	40	79	46	40	45
ileY	12	11	23	13	7	5
ECs3518	68	32	100	53	24	33
ECs3519	36	53	77	36	44	36
ECs3520	1882	1967	2465	83	60	91
ECs3521	1799	1607	1530	68	97	171
ECs3522	4222	4065	4385	230	221	327
ECs3523	5518	3644	4137	189	238	330
ECs3524	3283	3586	3870	345	362	379
ECs3525	2601	2907	3456	1028	900	1024
ECs3526	4378	3983	6833	289	224	216
ECs3527	1990	2019	3320	118	95	161
ECs3528	567	608	349	192	302	331
ECs3529	1475	1807	2000	726	709	710
ECs3530	352	392	497	487	392	456
ECs3531	714	909	754	3741	3384	3861
ECs3532	1286	1665	1548	766	611	681
ECs3533	6283	2691	7762	232	201	176
ECs3534	923	895	1290	441	379	552
ECs3535	213	208	217	452	477	460
ECs3536	109	123	135	60	50	51
ECs3537	108	100	71	26	34	79
ECs3538	792	995	1137	420	397	534
ECs3539	312	349	360	155	127	172
ECs3540	6580	8844	11317	3853	3497	6154
ECs3541	3472	3815	4101	1274	1571	2801
ECs3542	6556	7792	10159	2013	1746	2537
ECs3543	1929	1699	2660	934	955	998
ECs3544	4821	5806	7496	2372	2019	2282
ECs3545	1137	1351	1550	495	520	661
ECs3546	7747	9742	11966	41630	39681	43456
ECs3547	2968	3032	3435	15399	15022	17481
ECs3548	4328	3954	4611	13569	12534	14355
ECs3549	27134	32340	45297	6884	6397	7511
ECs3550	27396	32543	42067	20291	18216	21086
ECs3551	3798	4112	6200	4212	3569	4067
ECs3552	4064	4301	6124	5571	4826	5712
argQ	1595	1898	2697	4293	4123	5062
argZ	3402	3881	5747	7648	7649	8952
argY	5088	5608	8192	11422	10824	13355
argV	4566	4767	6840	9412	9092	11108
serV	6423	6823	9498	13063	13172	16846
ECs3553	23289	26752	36342	14094	13015	15316
ECs3554	68883	72044	100651	69796	64099	79141
ECs3555	1150	1376	1742	1809	1616	1951
ECs3556	39253	38094	51796	26738	24550	32143
ECs3557	1972	1841	2637	947	967	1378
ECs3558	3431	2216	5278	1776	1386	1602
ECs3559	2752	2796	3922	112	87	96
ECs3560	454	444	524	44	44	50
ECs3561	1567	1762	2257	223	230	297
ECs3562	275	287	398	50	52	75
ECs3563	1830	1970	2970	996	843	967
ECs3564	1731	1368	1724	639	752	1113
ECs3565	1340	1375	1630	1377	1537	2173
ECs3566	154	124	183	97	102	147
ECs3567	284	229	332	311	276	295
ECs3568	1328	785	1271	866	887	1173
ECs3569	169	125	318	137	100	111
ECs3570	1172	740	1894	624	369	304
ECs3571	375	342	398	175	177	182
ECs3572	609	636	928	362	283	336
ECs3573	479	562	673	436	380	471
ECs3574	86	106	96	67	72	108
ECs3575	113	108	134	76	93	113
ECs3576	90	76	60	62	48	78
ECs3577	122	96	160	101	77	90
ECs3578	24	12	36	16	14	19
ECs3579	137	87	119	68	68	135
ECs3580	35	9	27	18	16	20
ECs3581	48	38	97	26	33	30
ECs3582	105	102	97	69	63	57
ECs3583	453	456	522	257	261	350
ECs3584	68	55	73	35	35	53
ECs3585	643	579	677	305	300	399
ECs3586	924	1035	1025	311	341	447
ECs3587	2440	2830	3651	760	714	789
ECs3588	411	441	769	402	331	408
ECs3589	5246	4621	5492	4535	5052	6558
ECs3590	86	90	98	83	98	72
ECs3591	37	36	42	32	37	39
ECs3592	237	219	175	302	351	386
ECs3593	33	34	39	27	39	64
ECs3594	1890	2162	2926	1901	1820	1946
ECs3595	51005	88494	72947	20173	19465	19042
ECs3596	13626	15943	20081	7249	5034	4895
ECs3597	3209	3368	4993	2413	2192	2423
ECs3598	3087	3277	4430	2276	2138	2551
ECs3599	6040	6277	8623	4698	4105	4866
ECs3600	2414	2187	2828	1554	1537	2049
ECs3601	3241	3339	3832	2951	2670	3430
ECs3602	2568	2666	3562	3119	2644	3061
ECs3603	1449	1678	2598	1150	886	889
ECs3604	9817	13197	14226	134	125	150
ECs3605	75147	88947	109512	602	606	629
ECs3606	60797	78039	100340	245	266	196
ECs3607	2119	2512	2509	2202	1859	2299
ECs3608	405	490	710	446	335	373
ECs3609	571	582	844	497	419	530
ECs3610	362	374	541	271	215	272
ECs3611	333	353	497	169	169	181
ECs3612	408	342	560	192	121	184
ECs3613	124	100	231	87	76	103
ECs3614	664	617	1061	321	229	250
ECs3615	658	658	942	508	398	436
ECs3616	172	233	314	38	33	39
ECs3617	48603	58056	93339	330	371	336
ECs3618	79298	80275	116417	454	475	516
ECs3619	60371	64197	89572	308	305	381
ECs3620	2457	2476	4640	6284	5682	6133
ECs3621	960	878	1481	2386	2225	2582
ECs3622	111	113	212	107	85	70
ECs3623	400	325	662	310	242	259
ECs3624	156	108	179	150	119	115
ECs3625	200	164	260	171	111	138
ECs3626	94	115	186	54	39	50
ECs3627	21	25	35	19	34	18
ECs3628	119	158	202	82	66	91
ECs3629	183	203	297	112	90	138
ECs3630	25	26	54	16	17	8
ECs3631	154	133	205	71	61	64
ECs3632	159	181	262	99	92	120
ECs3633	3572	3957	5134	6618	5924	6451
ECs3634	11	18	21	16	15	8
ECs3635	59	50	87	41	65	41
ECs3636	18	12	18	11	10	7
ECs3637	183	226	277	210	171	165
ECs3638	786	677	1050	1523	1305	1628
ECs3639	254921	253696	382789	110711	92089	112894
ECs3640	96533	100488	159070	66530	59404	67484
ECs3641	3142	2341	5208	2049	1286	1526
ECs3642	916	784	1559	786	561	663
ECs3643	907	800	1550	893	645	718
ECs3644	11932	11814	18330	12244	9787	11299
ECs3645	2468	2417	3793	2211	1749	2168
ECs3646	5804	6568	9032	5706	5344	6135
ECs3647	549	483	787	336	352	356
ECs3648	260	247	263	144	148	246
ECs3649	290	287	430	234	143	215
ECs3650	2920	3220	4517	1859	1634	1986
ECs3651	4105	3713	5389	2946	3017	3684
ECs3652	1326	1298	2251	1222	1137	1298
csrB	114534	60008	176569	34489	20136	24667
ECs3653	2525	3059	4025	2884	2489	2806
ECs3654	4380	5268	7132	4161	3771	4440
ECs3655	9013	8753	13976	3109	2698	3498
ECs3656	5620	5369	6953	2272	2399	2562
ECs3657	1755	1607	2164	874	819	1056
ECs3658	672	761	944	599	529	780
ECs3659	512	437	756	352	223	275
ECs3660	97	110	197	80	73	70
ECs3661	126	136	244	101	89	100
ECs3662	600	568	829	425	461	492
ECs3663	343	376	566	224	194	216
ECs3664	691	801	1178	440	414	476
ECs3665	1374	1653	2371	774	792	938
ECs3666	5685	4358	7411	6118	5225	5993
ECs3667	1233	663	1847	1582	1069	1125
ECs3668	4377	4665	7255	4023	3436	3768
gcvB	13596	15040	24573	273883	282146	299107
ECs3669	20171	26662	31376	2668	2878	2798
ECs3670	6405	6834	8371	6740	7387	9379
ECs3671	1557	1491	1848	1698	1903	2609
ECs3672	3720	3420	4399	5994	5450	6990
ECs3673	7109	7878	11513	7548	6438	7798
metZ	1060	847	1663	2525	2474	2717
metW	2933	2346	4489	6824	6661	8518
metV	692	663	893	1767	1966	2477
ECs3674	4306	4196	6658	7277	6455	7284
ECs3675	13127	13555	26993	1659	1589	1562
ECs3676	9960	8622	11774	8446	8502	10992
ECs3677	27915	28726	37301	27562	26860	32422
ECs3678	16571	18106	25961	14917	13149	15033
ECs3679	9432	10120	13258	7764	6917	8079
ECs3680	249	231	294	254	232	300
ECs3681	300	312	367	296	311	418
ECs3682	531	558	914	759	610	602
ECs3683	300	287	406	388	341	436
ECs3684	11763	11363	18713	11209	9428	10579
ECs3685	10932	10774	17309	11230	9397	10793
ECs3686	11161	8997	16755	7640	6318	6791
ECs3687	5520	5946	8460	5306	4533	5414
ECs3688	645	703	973	706	791	872
ECs3689	1863	1932	2069	2294	2210	2822
ECs3690	2205	2625	3350	695	584	674
ECs3691	14902	18282	21319	3481	3446	4036
ECs3692	3686	3146	5690	2572	1967	2095
ECs3693	9109	9872	14691	6398	5547	6242
ECs3694	3571	3223	4762	2073	1624	2115
ECs3695	13300	13269	22595	964	748	953
ECs3696	835	1000	1064	656	649	814
ECs3697	1224	1228	1957	881	642	692
ECs3698	1551	1156	2526	2163	1366	1502
ECs3699	802	637	1102	308	174	254
ECs3700	1053	1117	1665	789	579	777
ECs3701	4712	3803	6114	1260	1109	1202
ECs3702	535	542	808	9057	9435	8414
ECs3703	45	38	53	92	39	55
ECs3704	107	128	173	654	644	656
ECs3705	21	17	44	98	81	101
ECs3706	56	88	162	63	47	56
ECs3707	110	158	231	36	37	42
ECs3708	85	82	131	51	45	67
ECs3709	100	104	152	186	139	119
ECs3710	22	20	50	25	14	16
ECs3711	20	7	36	15	12	19
ECs3712	36	46	80	95	73	74
ECs3713	4	6	9	16	0	11
ECs3714	5	1	2	5	5	2
ECs3715	19	21	40	11	12	7
ECs3716	80	70	75	50	42	33
ECs3717	58	65	62	35	43	37
ECs3718	10	23	38	18	13	26
ECs3719	55	39	58	58	49	55
ECs3720	29	28	39	38	66	45
ECs3721	35	48	69	95	62	71
ECs3722	4	10	5	11	11	3
ECs3723	21	26	37	27	17	22
ECs3724	7	9	17	12	9	2
ECs3725	32	27	44	31	17	31
ECs3726	36	27	52	39	22	36
ECs3727	33	36	41	16	22	34
ECs3728	3	8	9	8	4	6
ECs3729	18	6	14	23	16	12
ECs3730	99	105	159	106	71	81
ECs3731	100	118	216	138	110	153
ECs3732	82	67	116	72	79	60
ECs3733	78	87	157	101	67	59
ECs3734	36	40	51	62	45	52
ECs3735	7	24	24	18	20	15
ECs3736	161	174	211	175	158	212
ECs3737	85	86	133	162	163	185
glyU	117	138	140	150	155	216
ECs3738	3718	4422	5576	4472	3695	4360
ECs3739	695	679	995	553	452	568
ECs3740	128	153	280	94	92	77
ECs3741	122	100	181	97	53	53
ECs3742	1109	1181	1696	611	566	634
ECs3743	114	101	135	96	110	118
ECs3744	328	322	469	332	334	314
ECs3745	131	170	248	129	122	130
ECs3746	228	233	324	225	213	203
ECs3747	416	436	672	214	217	248
ECs3748	268	292	465	285	205	218
ECs3749	52	54	114	37	47	29
ECs3750	227	243	256	70	63	58
ECs3751	372	456	548	267	219	236
ECs3752	105	124	220	86	75	85
ECs3753	188	160	263	129	100	158
ECs3754	1256	1368	1873	1054	979	1205
ECs3755	358	420	531	228	177	154
ECs3756	466	428	739	296	257	254
ECs3757	466	579	664	347	345	384
ECs3758	150	141	165	165	141	182
ECs3759	460	495	740	319	254	296
ECs3760	117	102	200	138	127	111
ECs3761	993	1172	1566	1015	1045	1116
ECs3762	35647	39604	53509	58791	51132	57368
ECs3763;ID=biopygen1	0	0	0	0	0	0
Parent=biopygen1	0	0	0	0	0	0
ECs3764	8889	8787	9992	10500	11074	15122
ECs3765	5433	6690	8224	5988	5476	6423
ECs3766	4894	5401	7494	6037	4964	6177
ECs3767	5182	6122	7844	7304	5943	6902
ECs3768	3701	4228	5450	3921	3411	3723
ECs3769	3501	3604	5059	3086	2471	2826
ECs3770	4296	4418	5896	2926	2618	3211
ECs3771	2908	4028	4047	1750	1562	1869
ECs3772	1037	1217	1537	996	861	1033
ECs3773	3369	2030	4916	2036	1472	1638
ECs3774	61643	57589	83874	3855	3522	4320
ECs3775	18701	20190	26902	936	869	1032
ECs3776	51180	50887	84196	3128	2838	3477
ECs3777	4567	4644	6237	4168	3419	3676
ECs3778	5826	5106	4382	3371	4468	6171
ECs3779	13209	14689	16624	11280	10411	12083
ECs3780	7356	8846	10683	7521	6705	7715
ECs3781	12075	14433	19567	13135	12653	15409
ssrS	10246	11612	18030	8483	7691	9743
ECs3782	4489	5569	6374	5122	4566	5487
ECs3783	754	924	981	769	653	687
ECs3784	17681	30182	30120	2544	2359	2875
ECs3785	12907	13276	20102	3662	3385	3828
ECs3786	4182	4511	5395	2124	2265	2822
ECs3787	837	896	1022	996	1045	1167
ECs3788	188	211	242	187	158	180
ECs3789	211	223	218	199	140	142
ECs3790	518	601	777	464	410	465
ECs3791	40	35	55	44	38	35
ECs3792	240	357	417	277	256	254
ECs3793	11211	13108	17596	2207	2075	2150
ECs3794	1139	1287	1664	1152	1072	1224
ECs3795	54002	63314	98269	13089	12243	14337
ECs3796	128299	118511	194483	38619	29951	34698
ECs3797	53342	37544	71941	23086	16809	19218
ECs3798	13621	15336	18651	11343	9625	11630
ECs3799	49	46	88	25	26	42
ECs3800	91	98	85	44	29	53
ECs3801	88	35	89	56	41	56
ECs3802	89	70	90	87	78	116
ECs3803	274	278	343	256	274	320
ECs3804	937	1074	1452	890	799	1005
ECs3805	1115	1364	1715	915	782	1002
ECs3806	156	121	203	77	78	84
ECs3807	164	85	216	119	102	90
ECs3808	80	59	159	101	51	50
ECs3809	21	15	34	13	21	8
ECs3810	21151	16112	29524	15556	12347	13868
ECs3811	3386	4099	4778	2084	1737	1893
ECs3812	9207	6648	12909	10491	8665	8800
ECs3813	249	249	322	246	246	250
ECs3814	26243	25525	36146	25493	26349	34044
ECs3815	950	1076	1950	1894	1607	2065
ECs3816	4083	4372	7595	6144	5554	6718
ECs3817	2160	4077	4550	162	152	162
ECs3818	64313	119759	120662	8349	7345	9097
ECs3819	2701	4511	3825	641	538	695
ECs3820	639	595	1023	1038	936	1217
ECs3821	418	423	600	798	716	1074
ECs3822	3253	3120	5180	3113	2560	3219
ECs3823	6386	5687	9573	4584	3917	4862
ECs3824	7146	7712	11215	7373	6275	7259
ECs3825	3220	3652	4971	3563	2993	3629
ECs3827	626	657	923	723	716	788
ECs3826	3973	4734	6067	3627	3364	4070
ECs3828	6361	6813	8589	4622	4592	5700
ECs3829	1291	1571	2229	1536	1323	1657
ECs3830	3731	3019	3447	3160	3461	5063
ECs3831	4717	5132	6732	7372	6560	7663
ECs3832	294	284	463	371	289	290
ECs3833	2055	2142	3281	1346	1180	1188
ECs3834	1626	1511	1879	1231	1116	1352
ECs3835	3893	3415	6360	2950	2388	2792
ECs3836	5155	5011	7178	4642	4644	5904
ECs3837	5492	5712	7146	3957	4189	5329
ECs3838	2268	2667	3630	1493	1226	1497
ECs3839	3817	4115	6060	2880	2452	3063
ECs3840	3778	3773	5601	1092	1052	1256
ECs3841	6297	6038	12234	4238	3785	4749
ECs3842	422	426	617	323	279	343
pheV	124	171	198	439	429	521
ECs3843	3474	4145	5833	3100	3033	3376
ECs3844	745	816	1163	894	701	816
ECs3845	76	80	73	86	61	72
ECs3846	375	431	593	296	248	252
ECs3847	161	204	217	153	154	163
ECs3848	2814	3276	3890	1534	1441	1761
ECs3849	573	781	908	745	647	713
ECs3850	25	6	49	28	8	12
ECs3851	14	2	10	5	4	0
ECs3852	56	51	59	61	30	43
ECs3853	288	334	363	292	293	332
ECs3854	130	166	205	177	171	154
ECs3855	201	281	409	306	303	323
ECs3856	21	39	77	35	17	51
ECs3857	205	199	275	249	152	248
ECs3858	98	169	177	139	132	139
ECs3859	275	260	351	171	169	179
ECs3860	223	258	339	222	218	270
ECs3861	90	84	141	73	82	71
ECs3862	3748	4235	5087	2717	2379	2729
ECs3863	1059	1275	1215	588	641	677
ECs3864	62	81	65	91	89	108
ECs3865	87	96	104	112	122	149
ECs3866	988	1030	1073	927	938	1227
ECs3867	61	56	109	110	87	81
ECs3868	60	53	82	116	125	84
ECs3869	667	690	858	789	667	835
ECs3870	111	132	152	114	103	116
ECs3871	554	632	857	698	625	766
ECs3872	832	935	1199	1242	1152	1282
ECs3873	8253	8609	11898	4833	4124	5228
ECs3874	13854	14238	22949	2900	2437	3007
ECs3875	595	622	908	269	288	274
ECs3876	155	141	129	92	91	127
ECs3877	442	578	674	622	539	666
ECs3878	593	629	731	725	653	811
ECs3879	668	623	1035	749	583	708
ECs3880	125	121	218	174	152	160
ECs3881	143	112	143	168	179	210
ECs3882	238	255	284	357	362	423
ECs3883	109	98	174	49	45	45
ECs3884	2230	1657	3669	247	191	216
ECs3885	2294	2183	3275	1030	781	943
ECs3886	6485	6987	9581	6241	5364	5480
ECs3887	4747	5840	5472	204	192	195
ECs3888	220	269	224	96	90	99
ECs3889	709	739	695	280	257	322
ECs3890	3566	3571	2939	1168	1293	1716
ECs3891	92	121	152	71	82	74
ECs3892	5169	9253	9376	987	901	987
ECs3893	3154	4401	4867	3305	3272	3225
ECs3895	563	603	900	442	421	444
ECs3894	697	748	977	515	437	491
ECs3896	4146	2906	7082	338	237	234
ECs3897	75	64	122	27	22	32
ECs3898	261	301	400	439	437	451
ECs3899	465	481	745	929	872	948
ECs3900	25741	27644	37536	45914	44295	51715
ECs3901	7285	6805	9249	8048	7707	10476
ECs3902	3908	3899	5567	3681	3316	4476
ECs3903	15835	17178	21556	17024	15521	19505
ECs3904	734	750	1262	682	594	666
ECs3905	398	244	581	126	111	106
ECs3906	1306	1045	1579	221	243	264
ECs3907	591	538	822	350	311	419
ECs3908	289	355	539	176	160	177
ECs3909	786	923	1259	487	418	502
ECs3910	1528	1659	2178	1185	1202	1523
ECs3911	4852	6043	8130	2776	2464	2944
ECs3912	1190	1376	1929	1019	809	1154
ECs3913	319	352	441	422	359	387
ECs3914	441	436	670	509	441	523
ECs3915	150	128	174	222	181	183
ECs3916	300	285	372	337	256	317
ECs3917	728	898	1304	947	883	992
ECs3918	16845	17405	24538	18452	17447	21166
ECs3919	3566	4154	6103	3806	3418	4207
ECs3920	8005	8843	10534	5583	6082	7941
ECs3921	3078	3572	5110	2135	1844	2214
ECs3922	3458	3583	6247	2386	2071	2397
ECs3923	39266	46675	57397	25021	23674	27571
ECs3924	117	101	134	74	62	66
ECs3925	12636	11645	13119	2516	2834	3925
ECs3926	25955	29032	40235	8394	7461	8556
ECs3927	5016	4869	1764	812	719	881
ECs3928	4592	5506	6444	3986	3390	4142
ECs3929	24144	20281	35763	10271	9292	12158
ECs3930	8757	9918	14440	3961	3590	4405
ECs3931	3132	3551	5670	421	367	438
ECs3932	485	582	803	705	663	779
ECs3933	951	825	1134	1087	840	1135
ECs3934	1504	1742	1968	1697	1724	1933
ECs3935	4935	4035	6065	3279	2746	3524
ECs3936	2768	2486	3442	1278	1373	1637
ECs3937	1013	1085	1303	530	467	686
ECs3938	11550	11740	14665	5949	5654	6807
ECs3939	11814	13075	16725	7080	6484	7999
ECs3940	3595	2999	5335	3402	2685	3143
ECs3941	529	269	494	408	346	339
ECs3942	4559	4640	6607	3565	3599	4012
ECs3943	405	431	605	349	270	327
ECs3944	100	98	97	53	49	44
ECs3945	57	62	71	43	57	39
ECs3946	1131	1094	1580	1298	1447	1830
ECs3947	7802	6576	8588	6160	7361	10366
ECs3948	71786	79332	121842	127242	114640	135023
ECs3949	32572	34722	47136	68174	62183	71274
ECs3950	80178	79130	102472	84938	76979	86857
ECs3951	1799	1553	2482	1345	1147	1294
ileX	29	42	60	47	38	52
ECs3952	455	479	410	414	348	431
ECs3953	638	632	681	329	343	387
ECs3954	1325	1410	1661	638	559	656
ECs3955	87851	93597	82877	2957	4033	4545
ECs3956	365	453	661	39	24	20
ECs3957	1851	1996	2785	1626	1304	1548
ECs3958	629	570	950	480	461	511
ECs3959	59	55	86	30	16	28
ECs3960	144	120	211	86	46	74
ECs3961	153	177	198	107	84	126
ECs3962	524	556	717	433	361	481
ECs3963	609	476	597	171	158	203
ECs3964	536	552	877	564	538	626
ECs3965	381	426	683	652	509	618
ECs3966	6700	7223	9852	11055	10192	12141
ECs3967	550	558	728	472	493	553
ECs3968	262	262	335	277	306	331
ECs3969	3781	3991	5898	1231	1140	1302
ECs3970	3170	3289	4629	648	493	648
ECs3971	11786	11839	15319	1880	1529	1870
ECs3972	552	487	835	325	295	340
ECs3973	1747	1410	2240	889	713	875
ECs3974	1992	2023	2953	883	836	908
ECs3975	2486	2735	3345	1041	1036	1219
ECs3976	5054	6058	7557	4186	3572	4146
ECs3977	4823	5424	6104	1278	1124	1466
ECs3978	2748	3018	3601	595	627	826
ECs3979	35966	42557	54804	2360	2276	2333
ECs3980	27435	27449	31941	921	1175	1420
ECs3981	25876	28929	39556	1241	1248	1460
ECs3982	16978	18479	18205	674	851	1022
ECs3983	2958	2963	3071	312	271	330
ECs3984	3701	4132	5522	575	513	571
ECs3985	759	537	790	88	122	101
ECs3986	47	39	72	42	16	29
ECs3987	915	489	1300	479	269	371
ECs3988	1543	1489	405	118	91	138
ECs3989	928	1243	1224	316	333	361
ECs3990	814	664	995	584	553	1071
ECs3991	381	270	660	615	362	932
ECs3992	392	315	402	135	154	170
ECs3993	103	155	251	83	43	64
ECs3994	181	149	216	139	154	143
ECs3995	71	86	107	59	56	53
ECs3996	274	278	391	231	216	243
ECs3997	32	62	82	69	41	48
ECs3998	39	46	99	39	50	57
ECs3999	12	4	17	9	11	6
ECs4000	37	32	73	62	42	55
ECs4001	48	50	74	84	81	105
rnpB	510563	444900	389476	253006	381904	665242
ECs4002	638	580	832	375	306	350
ECs4003	324	266	549	152	88	138
ECs4004	108	80	128	45	53	57
ECs4005	67	52	139	72	64	41
ECs4006	436	386	569	210	221	246
ECs4007	1341	1496	2006	703	670	730
ECs4008	1595	1879	2722	1087	972	1124
ECs4009	1306	1613	2339	1542	1258	1525
ECs4010	216	245	309	157	134	176
ECs4011	90	82	108	23	18	53
ECs4012	78	74	103	19	28	36
ECs4013	125	104	204	54	16	56
ECs4014	101	24	138	51	20	25
ECs4015	254	160	248	126	114	140
ECs4016	264	291	292	186	181	219
ECs4017	150	157	178	141	153	153
ECs4018	35	29	61	46	61	39
ECs4019	145	142	168	198	123	114
ECs4020	524	632	801	990	843	1113
ECs4021	58	74	85	81	68	81
ECs4022	2024	2325	3425	1722	1519	1777
ECs4023	347	423	539	314	221	275
ECs4024	1083	1342	1428	659	638	771
ECs4025	1940	2233	2729	1401	1237	1377
ECs4026	1126	1370	1818	1041	931	1135
ECs4027	3484	3584	4107	2781	2738	3266
ECs4028	8947	9943	12165	8338	7898	9607
ECs4029	720	668	713	460	630	808
ECs4030	5236	5486	7663	4508	3691	4427
ECs4031	7530	8187	10569	5122	4690	5595
ECs4032	3517	2304	3945	5119	3956	4440
ECs4033	488	390	555	195	171	205
ECs4034	2214	3419	3143	321	261	303
ECs4035	1306	1399	1353	632	702	838
ECs4036	405	405	415	344	415	544
ECs4037	1769	1693	2114	1101	1018	1318
ECs4038	3775	4078	5701	2442	2029	2338
ECs4039	265	299	295	218	224	281
ECs4040	589	634	669	573	608	690
ECs4041	4820	5348	6243	1066	1134	1281
ECs4042	22855	29412	36934	4255	3927	4252
ECs4043	101794	91762	110399	285350	297526	381003
ECs4044	90966	101327	134903	216337	192828	215813
ECs4045	215265	222335	288381	244599	233389	274651
ECs4046	86601	104513	141184	170678	158890	181955
ECs4047	16678	16959	23311	34667	31120	34119
ECs4048	6674	5958	10165	12678	10384	11166
ECs4049	113893	70048	152546	191278	152469	166000
ECs4050	58649	41617	77168	87360	71347	83552
ECs4051	16871	16693	25869	32838	28798	32334
metY	5504	6628	8115	10842	11490	14797
ECs4052	38607	32674	75468	1331	1146	1416
ECs4053	673	727	1032	779	771	756
leuU	992	1045	1382	2463	2362	2846
ECs4054	41691	44496	69801	78736	73206	90828
ECs4055	12510	12202	17917	8766	7928	9595
ECs4056	4926	4319	6293	2713	2711	3417
ECs4057	125088	134415	165740	113711	107276	126189
ECs4058	34603	39743	53936	26173	23069	26297
ECs4059	22282	28090	36522	27885	26444	31663
ECs4060	8138	9258	11915	9644	8589	9952
ECs4061	4119	4527	5782	4843	4958	6306
ECs4062	8954	7037	13888	27722	19143	21940
ECs4063	8190	7659	12040	28286	23318	26380
ECs4064	69057	73910	114158	119959	105595	118047
ECs4065	103048	106023	169582	179883	152835	169519
ECs4066	9154	10609	13396	9164	8559	9556
ECs4067	745	709	1147	853	759	832
ECs4068	21303	20528	30798	21866	18674	21991
ECs4069	3168	2781	5582	3380	2660	2986
ECs4070	4778	5248	6982	2838	2256	2487
ECs4071	9175	9827	13809	5407	4152	4605
ECs4072	3728	2177	5925	4104	2563	2813
